abstract_key,PMID,Title,Dataset,n_sentences,tertile__within_results_analogue,tertile__conclusion_results_analogue,tertile__final_similarity_to_opening_analogue,tertile__closing_to_opening_analogue,tertile__methods_aim_analogue,tertile__results_aim_analogue,quintile__within_results_analogue,quintile__conclusion_results_analogue,quintile__final_similarity_to_opening_analogue,quintile__closing_to_opening_analogue,quintile__methods_aim_analogue,quintile__results_aim_analogue,template__within_Background_similarity,template__within_Aim_similarity,template__within_Methods_similarity,template__within_Results_similarity,template__within_Conclusion_similarity,template__within_Limitation/Future_similarity,template__conclusion_to_aim_alignment,template__conclusion_to_results_alignment,template__results_to_methods_alignment,template__methods_to_aim_alignment,template__results_to_aim_alignment,template__final_similarity_to_opening_anchor,template__conclusion_to_background_plus_aim_alignment,template__conclusion_plus_future_to_background_plus_aim_alignment
Clinical::30182639::Propolis as an adjuvant to non-surgical periodontal treatment: a clinical study with salivary anti-oxidant capacity assessment.,30182639,Propolis as an adjuvant to non-surgical periodontal treatment: a clinical study with salivary anti-oxidant capacity assessment.,Clinical,11,0.1910680762933955,0.5972636938095093,0.3767383098602295,0.6071832180023193,0.4605975747108459,0.4605975747108459,0.4189517422723574,0.487566739320755,0.3096998333930969,0.422252744436264,0.4295803606510162,0.1565213650465011,,,0.2524138771819686,0.2920974620174498,0.2575407100498312,,0.5251560807228088,0.3454286456108093,0.5269941687583923,0.5558786988258362,0.200840026140213,0.3096998333930969,0.3662217855453491,0.3662217855453491
Clinical::27384040::Efficacy of antimicrobial photodynamic therapy as an adjuvant in periodontal treatment in Down syndrome patients.,27384040,Efficacy of antimicrobial photodynamic therapy as an adjuvant in periodontal treatment in Down syndrome patients.,Clinical,13,0.3662232091160812,0.6172017455101013,0.6400035619735718,0.5949828028678894,0.5295946002006531,0.5295946002006531,0.2099056475541027,0.7099628448486328,0.4127306342124939,0.3714528679847717,0.4932461082935333,0.348923921585083,0.0831725116530021,,0.3566945252790365,0.2448238217769888,0.2098534619280559,,0.6597533822059631,0.7055137157440186,0.6777150630950928,0.5155564546585083,0.4942024648189544,0.6359750628471375,0.5819094181060791,0.5819094181060791
Clinical::28678950::Effect of 1% sodium alendronate in the non-surgical treatment of periodontal intraosseous defects: a 6-month clinical trial.,28678950,Effect of 1% sodium alendronate in the non-surgical treatment of periodontal intraosseous defects: a 6-month clinical trial.,Clinical,11,0.3443311314148549,0.615491509437561,0.7031046748161316,0.6722672581672668,0.6158069372177124,0.6158069372177124,0.2975885869260843,0.5941777229309082,0.4943498969078064,0.5172755122184753,0.5061986446380615,0.2970265746116638,,,0.4374132292887684,0.441018326940909,0.0166812843936954,,0.4507690966129303,0.4817304611206054,0.7056282758712769,0.6825745701789856,0.5276818871498108,0.4943498969078064,0.4791486859321594,0.4791486859321594
Clinical::35645071::Immediate effects of diode laser (970+/-15 nm) on microbial load in patients with chronic periodontitis: A split-mouth study.,35645071,Immediate effects of diode laser (970+/-15 nm) on microbial load in patients with chronic periodontitis: A split-mouth study.,Clinical,12,0.1735501681425678,0.6441565155982971,0.8222111463546753,0.7268403172492981,0.6015270948410034,0.6015270948410034,0.1095855558614897,0.5183807611465454,0.7250586152076721,0.606406569480896,0.6893884539604187,0.2821287512779236,,,0.231390490147056,0.3118918024076635,-0.0468718743305365,,0.4175099432468414,0.5476801991462708,0.5665864944458008,0.50739586353302,0.343877911567688,0.7250586152076721,0.5170179605484009,0.5170179605484009
Clinical::36841278::Effect of non-surgical periodontal therapy with adjunct photodynamic therapy on periodontal and glycemic statuses in prediabetic patients with periodontal disease.,36841278,Effect of non-surgical periodontal therapy with adjunct photodynamic therapy on periodontal and glycemic statuses in prediabetic patients with periodontal disease.,Clinical,15,0.2484927982434718,0.7297694683074951,0.8176755905151367,0.68357253074646,0.6205521821975708,0.6205521821975708,0.8356566790518727,0.5614911317825317,0.804316520690918,0.6687029004096985,0.5887782573699951,0.4133729636669159,,,0.1737733046944705,0.3753716969286321,0.1386383625843796,,0.6838724613189697,0.5929760932922363,0.5908044576644897,0.6700491309165955,0.5466051697731018,0.9173856973648072,0.6632964015007019,0.6632964015007019
Clinical::37170229::Research efficacy of gaseous ozone therapy as an adjuvant to periodontal treatment on oxidative stress mediators in patients with type 2 diabetes: a randomized clinical trial.,37170229,Research efficacy of gaseous ozone therapy as an adjuvant to periodontal treatment on oxidative stress mediators in patients with type 2 diabetes: a randomized clinical trial.,Clinical,13,0.3134695143430286,0.6132171154022217,0.1023501306772232,0.5193769931793213,0.8232154250144958,0.8232154250144958,0.2649282492035698,0.4379672408103943,0.0910782665014267,0.4218981266021728,0.7354795932769775,0.5443916320800781,0.7656535334989214,,0.3928008981002196,0.3395758429471945,0.2663044659444353,,-0.0064190905541181,0.1309650540351867,0.7051916122436523,0.7438229322433472,0.6813939809799194,0.0973553508520126,-0.0033813929185271,-0.0033813929185271
Clinical::25084111::Arterial stiffness and pulse wave reflection are increased in patients suffering from severe periodontitis.,25084111,Arterial stiffness and pulse wave reflection are increased in patients suffering from severe periodontitis.,Clinical,5,0.7234692345547625,0.7482668161392212,0.7272475957870483,0.7523888945579529,0.7775548696517944,0.7775548696517944,,0.7463662028312683,0.7272475957870483,0.7272475957870483,0.7775548696517944,0.6788809299468994,,,0.7304889231951487,0.6615410729592949,,,,0.7325441837310791,0.8212143182754517,,,0.7543965578079224,0.7543966174125671,0.7543966174125671
Clinical::22694045::Clinical effects of Nd:YAG laser applications during nonsurgical periodontal treatment in smoking and nonsmoking patients with chronic periodontitis.,22694045,Clinical effects of Nd:YAG laser applications during nonsurgical periodontal treatment in smoking and nonsmoking patients with chronic periodontitis.,Clinical,9,0.3411641709248667,0.7255570888519287,0.7101020812988281,0.6540405750274658,0.6664717793464661,0.6664717793464661,0.3480388404223209,0.5950340628623962,0.6903271079063416,0.597009539604187,0.5470113754272461,0.359981507062912,,,0.3931501235566767,0.4404099746439904,,,0.2053558677434921,0.5278247594833374,0.6549049615859985,0.3978918492794037,0.3319600224494934,0.5706140995025635,0.5706140995025635,0.5706140995025635
Clinical::20843236::Efficacy and safety of adjunctive local moxifloxacin delivery in the treatment of periodontitis.,20843236,Efficacy and safety of adjunctive local moxifloxacin delivery in the treatment of periodontitis.,Clinical,16,0.2422146396383263,0.7252371311187744,0.4857798218727112,0.7227718830108643,0.6900049448013306,0.6900049448013306,0.3705468284871472,0.5800411701202393,0.5146887302398682,0.6576694846153259,0.5330148339271545,0.5773789882659912,-0.0221394638762981,,0.1893599078021979,0.2823241828006511,0.3307043791757956,,0.6970416903495789,0.6624135971069336,0.6127307415008545,0.4692869186401367,0.4710885882377624,0.5146887302398682,0.6525723934173584,0.6525723934173584
Clinical::37066949::The effect of motivational interviewing based on the transtheoretical model on oral cleaning behavior of patients with periodontitis who have undergone implant restoration.,37066949,The effect of motivational interviewing based on the transtheoretical model on oral cleaning behavior of patients with periodontitis who have undergone implant restoration.,Clinical,13,0.2368343985458351,0.70185786485672,0.7815894484519958,0.7317216396331787,0.707962155342102,0.707962155342102,0.2049205948265655,0.6614919900894165,0.8694134950637817,0.6884365081787109,0.640633225440979,0.6759984493255615,0.6684391893676638,,0.2663540646681976,0.2677102770856579,0.0422361936941515,,0.363717257976532,0.5746847987174988,0.6310802102088928,0.1625557839870453,0.2056337893009185,0.7972520589828491,0.6811758279800415,0.6811758279800415
Clinical::26932733::Influence of a triclosan toothpaste on periodontopathic bacteria and periodontitis progression in cardiovascular patients: a randomized controlled trial.,26932733,Influence of a triclosan toothpaste on periodontopathic bacteria and periodontitis progression in cardiovascular patients: a randomized controlled trial.,Clinical,16,0.2618147726065809,0.7701511383056641,0.6689913272857666,0.5281178951263428,0.6659685373306274,0.6659685373306274,0.2843058013939295,0.5132154822349548,0.695838451385498,0.4510061740875244,0.4777280390262604,0.3765245079994201,0.2041670179154568,,0.2471713175164957,0.3476320214964691,0.096050649382868,,0.2120952010154724,0.563326895236969,0.6999421119689941,0.3217344880104065,0.3465036451816559,0.695838451385498,0.4324067234992981,0.4324067234992981
"Clinical::27108476::Systemic Inflammatory Biomarkers and Their Association With Periodontal and Diabetes-Related Factors in the Diabetes and Periodontal Therapy Trial, A Randomized Controlled Trial.",27108476,"Systemic Inflammatory Biomarkers and Their Association With Periodontal and Diabetes-Related Factors in the Diabetes and Periodontal Therapy Trial, A Randomized Controlled Trial.",Clinical,12,0.3869425752123552,0.6603901982307434,0.4571706652641296,0.7126312851905823,0.4699486792087555,0.4699486792087555,0.3019847700830322,0.7139819264411926,0.2722970843315124,0.4126438498497009,0.3198667764663696,0.3289868235588074,,,0.3857705912950875,0.3481292606339817,0.3331432412704636,,-0.0792002528905868,0.5606746673583984,0.6051055192947388,-0.0839321017265319,-0.0708521157503128,0.2722970843315124,0.4393686652183532,0.4393686652183532
Clinical::26291297::Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,Clinical,11,0.5352684840239624,0.7905209064483643,0.6292240619659424,0.6349849700927734,0.7007589340209961,0.7007589340209961,0.5108523216011399,0.818425178527832,0.4800328016281128,0.5283840894699097,0.5462821125984192,0.4832921028137207,,,0.4639467616468531,0.497539461586973,0.7479325415445445,,0.003199603408575,0.7710532546043396,0.6569860577583313,0.0315190777182579,0.042750809341669,0.4800328016281128,0.5290096998214722,0.5290096998214722
Clinical::23866479::The relationship between periodontal disease severity and state-trait anxiety level.,23866479,The relationship between periodontal disease severity and state-trait anxiety level.,Clinical,15,0.3999351507033444,0.7109472155570984,0.6053727865219116,0.7637506723403931,0.6406359076499939,0.6406359076499939,0.7008688689892871,0.8012134432792664,0.6096904277801514,0.7263899445533752,0.7440769672393799,0.6764501929283142,,,0.2475364282529378,0.6235727536630797,0.1893765653678635,,0.2230821400880813,0.770226240158081,0.7777397036552429,0.2354019284248352,-0.0339880734682083,0.5512595176696777,0.6671228408813477,0.6671228408813477
Clinical::21698987::Clinical effectiveness of a desensitizing system on dentin hypersensitivity in periodontitis patients.,21698987,Clinical effectiveness of a desensitizing system on dentin hypersensitivity in periodontitis patients.,Clinical,13,0.2917635418990004,0.6571125984191895,0.3509473204612732,0.5585024356842041,0.5441348552703857,0.5441348552703857,0.2728848341671424,0.628929853439331,0.4201098978519439,0.5215085744857788,0.452524721622467,0.5055351257324219,0.046369251209729,,0.3326802537186433,0.2856255481254467,0.6431405335968025,,0.0442953817546367,0.7102199792861938,0.561185359954834,0.012336878105998,0.1544942855834961,0.3363285958766937,0.4201604127883911,0.4201604127883911
Clinical::34409624::Levels of myeloid-related proteins in saliva for screening and monitoring of periodontal disease.,34409624,Levels of myeloid-related proteins in saliva for screening and monitoring of periodontal disease.,Clinical,11,0.3954162683488298,0.5869235992431641,0.6611166000366211,0.7063349485397339,0.6210545301437378,0.6210545301437378,0.2123627849437748,0.5606670379638672,0.6712859869003296,0.7310479879379272,0.7399189472198486,0.4821780323982239,,,0.4002994274877673,0.1272471213186952,0.6490825336937271,,0.6268709301948547,0.4950854480266571,0.5473083257675171,0.6794265508651733,0.3338328897953033,0.6712859869003296,0.8277471661567688,0.8277471661567688
Clinical::30338757::Nos3 Gene Rs1799983 and Rs2070744 Polymorphisms in Patients with Periodontal Disease.,30338757,Nos3 Gene Rs1799983 and Rs2070744 Polymorphisms in Patients with Periodontal Disease.,Clinical,11,0.3234724765118659,0.5302145481109619,0.6110319495201111,0.7113966345787048,0.4779912233352661,0.4779912233352661,0.5495590293687416,0.8491812944412231,0.5956336259841919,0.5822784900665283,0.5123452544212341,0.6864240169525146,,,0.2443640695846438,0.5688258208296085,0.5054825785737868,,0.44139564037323,0.9443255662918092,0.5354889035224915,0.4995900690555572,0.5099620819091797,0.5956336259841919,0.5868451595306396,0.5868451595306396
Clinical::33011399::Effectiveness of single versus multiple sessions of photodynamic therapy as adjunct to scaling and root planing on periodontopathogenic bacteria in patients with periodontitis.,33011399,Effectiveness of single versus multiple sessions of photodynamic therapy as adjunct to scaling and root planing on periodontopathogenic bacteria in patients with periodontitis.,Clinical,12,0.1935719087992967,0.6375828385353088,0.7254555821418762,0.6940549612045288,0.5672964453697205,0.5672964453697205,0.0921323003548689,0.621308445930481,0.6999440789222717,0.6658287644386292,0.5942323207855225,0.4740471243858337,,,0.194057537868458,0.371177519208179,0.037205567585666,,0.3852605521678924,0.4795421659946441,0.5488768815994263,0.3946710228919983,0.6337122917175293,0.6999440789222717,0.4994072914123535,0.4994072914123535
Clinical::27127325::Azithromycin buccal patch in treatment of chronic periodontitis.,27127325,Azithromycin buccal patch in treatment of chronic periodontitis.,Clinical,11,0.20830720204752,0.7857596278190613,0.6180894374847412,0.7559263706207275,0.7499755024909973,0.7499755024909973,0.3301398644785077,0.6732912659645081,0.6367996335029602,0.6291055679321289,0.5015454292297363,0.6266860365867615,,,0.3445967867289046,0.1832011568251644,0.5055367822982851,,0.7141369581222534,0.5596508383750916,0.4994179606437683,0.5626722574234009,0.4496399164199829,0.6367996335029602,0.7148736119270325,0.7148736119270325
